user_id,age,gender,country,profession,primary_platform,platforms_used_count,daily_usage_hours,sessions_per_day,avg_session_duration_min,preferred_device,peak_usage_time,followers_count,following_count,posts_per_week,likes_given_per_day,comments_per_day,shares_per_day,dms_sent_per_day,preferred_content_type,scroll_speed,ad_click_rate,purchased_via_social_media,monthly_spend_via_social_usd,primary_purpose,sleep_disruption,self_reported_mental_health_score,screen_time_concern,notification_frequency,privacy_setting,influencer_status,account_join_date,mood_while_scrolling,takes_social_media_breaks
USR00455,22,Male,Brazil,Marketer,TikTok,5,2.5,8,18.8,Smartphone,Night (9pm-12am),10,2901,7,16,1,3,4,Photos,Medium,0.018,No,0.0,News & Updates,Mild impact,4.5,Yes,Always On,Friends Only,No,2023-10-07,Happy,No
USR00456,20,Male,Canada,Teacher,Facebook,3,6.9,8,51.8,Smartphone,Evening (6-9pm),17015,129,3,13,4,3,5,Stories,Fast,0.075,No,0.0,Learning,No impact,7.6,No,Do Not Disturb,Private,Yes,2024-07-12,Inspired,Yes
USR00457,26,Female,Pakistan,Teacher,YouTube,2,4.7,8,35.2,Smartphone,Evening (6-9pm),1209,195,2,18,1,1,13,Stories,Medium,0.048,Yes,41.33,Entertainment,Moderate impact,6.7,No,Selected,Friends Only,No,2022-04-20,Stressed,No
USR00458,18,Male,Pakistan,Designer,Twitter/X,3,2.0,7,17.1,Smartphone,Night (9pm-12am),2179,64,0,13,7,2,10,Reels/Shorts,Fast,0.077,No,0.0,News & Updates,Moderate impact,6.5,Yes,Selected,Public,No,2024-01-06,Happy,Occasionally
USR00459,22,Male,Canada,Researcher,Facebook,2,6.5,6,65.0,Smartphone,Evening (6-9pm),1143,763,5,19,4,1,8,Educational,Medium,0.275,No,0.0,News & Updates,Mild impact,8.2,No,Selected,Public,No,2022-01-20,Bored,Yes
USR00460,17,Female,Brazil,Designer,TikTok,4,2.1,2,63.0,Smartphone,Afternoon (12-4pm),1868,95,2,16,1,1,8,News,Fast,0.046,No,0.0,Business/Marketing,Moderate impact,5.1,Yes,Do Not Disturb,Friends Only,No,2024-09-19,Neutral,Occasionally
USR00461,42,Male,UK,Student,Instagram,1,7.6,7,65.1,Smartphone,Night (9pm-12am),765,135,2,22,1,1,7,Stories,Fast,0.084,Yes,23.46,Networking,No impact,8.8,Somewhat,Selected,Public,No,2022-10-07,Happy,Occasionally
USR00462,27,Male,Germany,Teacher,TikTok,1,6.7,6,67.0,Smartphone,Night (9pm-12am),1083,350,3,11,7,1,8,Entertainment,Fast,0.271,No,0.0,Entertainment,Mild impact,5.5,Somewhat,Always On,Friends Only,No,2023-02-04,Happy,Occasionally
USR00463,21,Male,Brazil,Other,TikTok,2,3.2,5,38.4,Smartphone,Afternoon (12-4pm),807,68,2,21,1,2,9,Memes,Medium,0.046,No,0.0,Learning,Moderate impact,7.0,No,Always On,Public,No,2024-02-26,Inspired,Occasionally
USR00464,28,Male,Brazil,Teacher,TikTok,4,0.7,6,7.0,Tablet,Night (9pm-12am),222,197,1,22,4,0,9,News,Medium,0.419,Sometimes,12.1,Learning,No impact,5.9,Yes,Always On,Friends Only,No,2024-11-01,Bored,Occasionally
USR00465,26,Male,India,Engineer,Twitter/X,3,3.0,4,45.0,Smartphone,Evening (6-9pm),611,1316,5,12,9,1,7,Reels/Shorts,Fast,0.105,Sometimes,80.91,Entertainment,Moderate impact,7.3,No,Selected,Public,No,2024-10-10,Relaxed,Yes
USR00466,25,Female,Australia,Other,Instagram,3,1.1,4,16.5,Desktop,Evening (6-9pm),1088,409,2,21,3,5,13,Photos,Medium,0.141,No,0.0,Networking,Moderate impact,4.4,Yes,Always On,Friends Only,No,2024-04-17,Neutral,Occasionally
USR00467,31,Female,India,Engineer,TikTok,4,1.7,4,25.5,Smart TV,Afternoon (12-4pm),811,286,2,21,5,2,8,Photos,Slow,0.201,No,0.0,Networking,Severe impact,6.4,Yes,Do Not Disturb,Public,No,2024-10-04,Stressed,Occasionally
USR00468,33,Female,Pakistan,Entrepreneur,Facebook,2,1.8,5,21.6,Laptop,Late Night (12am+),46,316,4,24,3,1,6,Photos,Fast,0.026,Yes,95.38,Networking,Mild impact,6.2,Somewhat,Selected,Friends Only,No,2024-05-01,Inspired,No
USR00469,22,Female,Germany,Teacher,YouTube,2,1.1,4,16.5,Desktop,Night (9pm-12am),59,153,1,26,1,2,2,Videos,Medium,0.064,Yes,18.9,Socializing,No impact,7.0,Yes,Do Not Disturb,Friends Only,No,2024-06-28,Happy,Occasionally
USR00470,22,Male,India,Researcher,Instagram,1,3.0,7,25.7,Laptop,Evening (6-9pm),4670,2684,1,25,5,1,10,Educational,Medium,0.044,Sometimes,38.64,Learning,Mild impact,6.9,Yes,Selected,Public,No,2024-09-27,Relaxed,Occasionally
USR00471,24,Female,UK,Freelancer,TikTok,1,1.5,2,45.0,Smartphone,Evening (6-9pm),382,92,3,15,4,3,9,Memes,Fast,0.116,Sometimes,112.02,News & Updates,Mild impact,4.7,No,Off,Private,No,2022-12-09,Neutral,Occasionally
USR00472,13,Female,USA,Doctor,Twitter/X,4,2.2,4,33.0,Smartphone,Evening (6-9pm),1905,315,1,13,7,1,10,Photos,Slow,0.084,Yes,26.73,Socializing,No impact,8.6,Yes,Do Not Disturb,Public,No,2022-06-19,Neutral,No
USR00473,14,Male,Canada,Entrepreneur,TikTok,3,1.8,1,108.0,Tablet,Evening (6-9pm),93,280,2,21,3,1,9,Stories,Medium,0.162,Sometimes,31.91,Learning,Mild impact,6.1,Yes,Do Not Disturb,Friends Only,No,2022-03-05,Neutral,Occasionally
USR00474,37,Female,India,Researcher,Instagram,5,3.6,6,36.0,Laptop,Night (9pm-12am),46,820,5,25,4,3,8,Videos,Medium,0.068,No,0.0,News & Updates,Moderate impact,7.5,No,Off,Public,No,2023-03-28,Relaxed,No
USR00475,40,Male,USA,Doctor,Twitter/X,2,3.4,1,204.0,Smartphone,Evening (6-9pm),145,919,3,13,8,2,10,Entertainment,Fast,0.138,Sometimes,52.68,News & Updates,Mild impact,3.9,Yes,Selected,Friends Only,No,2023-08-22,Neutral,Yes
USR00476,25,Male,Pakistan,Marketer,LinkedIn,4,2.1,6,21.0,Tablet,Night (9pm-12am),445,235,2,23,3,2,11,Videos,Medium,0.245,No,0.0,Learning,No impact,5.5,Yes,Selected,Public,No,2022-03-08,Bored,Yes
USR00477,31,Female,Pakistan,Researcher,Facebook,5,3.7,6,37.0,Desktop,Afternoon (12-4pm),200,346,1,23,5,2,10,Entertainment,Medium,0.1,Yes,23.35,Business/Marketing,Mild impact,8.1,No,Off,Friends Only,No,2023-07-17,Inspired,No
USR00478,29,Female,Nigeria,Engineer,Facebook,4,5.4,1,324.0,Smartphone,Evening (6-9pm),6830,362,4,17,9,0,11,Photos,Medium,0.295,No,0.0,News & Updates,Mild impact,9.1,Yes,Selected,Public,No,2023-04-06,Relaxed,Occasionally
USR00479,51,Male,USA,Other,Snapchat,3,0.5,6,5.0,Laptop,Morning (6-10am),918,16,5,27,4,0,8,Reels/Shorts,Slow,0.065,No,0.0,Entertainment,Moderate impact,7.0,No,Always On,Friends Only,No,2023-08-15,Happy,Yes
USR00480,35,Female,India,Teacher,YouTube,5,1.7,1,102.0,Smartphone,Late Night (12am+),18547,36,3,18,7,1,11,Entertainment,Medium,0.105,Sometimes,104.0,Networking,No impact,6.0,Somewhat,Selected,Public,Yes,2022-12-11,Stressed,Occasionally
USR00481,25,Male,UK,Teacher,TikTok,2,1.3,4,19.5,Tablet,Evening (6-9pm),1377,118,6,18,4,3,7,Entertainment,Medium,0.119,Sometimes,17.16,Learning,Mild impact,4.3,Somewhat,Off,Friends Only,No,2024-07-25,Bored,No
USR00482,19,Male,UK,Entrepreneur,Instagram,4,1.6,6,16.0,Smartphone,Afternoon (12-4pm),8,124,5,18,5,3,6,Educational,Slow,0.09,Sometimes,8.78,Entertainment,Moderate impact,7.6,Somewhat,Do Not Disturb,Public,No,2024-10-11,Neutral,Yes
USR00483,14,Male,USA,Other,TikTok,4,0.5,7,4.3,Smartphone,Afternoon (12-4pm),4450,58,4,26,5,1,7,Memes,Fast,0.073,No,0.0,News & Updates,No impact,6.8,Yes,Do Not Disturb,Public,No,2024-11-12,Bored,No
USR00484,28,Female,Brazil,Doctor,YouTube,1,0.5,6,5.0,Desktop,Late Night (12am+),43,601,4,16,1,1,11,Entertainment,Medium,0.321,Sometimes,24.83,Socializing,Moderate impact,2.0,Yes,Always On,Friends Only,No,2022-08-20,Bored,Occasionally
USR00485,20,Male,India,Doctor,Snapchat,3,0.5,3,10.0,Smartphone,Afternoon (12-4pm),1007,245,2,13,5,1,7,Entertainment,Medium,0.128,No,0.0,Business/Marketing,No impact,3.1,Yes,Do Not Disturb,Friends Only,No,2022-08-22,Happy,No
USR00486,15,Male,USA,Researcher,LinkedIn,4,1.8,7,15.4,Laptop,Night (9pm-12am),164,189,3,19,4,0,7,News,Slow,0.186,Sometimes,6.24,Socializing,Mild impact,6.8,Somewhat,Always On,Private,No,2023-07-03,Stressed,Yes
USR00487,21,Male,Canada,Freelancer,TikTok,2,1.8,6,18.0,Smartphone,Late Night (12am+),31472,54,6,23,4,3,8,Entertainment,Slow,0.136,Yes,83.77,Business/Marketing,Moderate impact,4.7,Yes,Off,Public,Yes,2024-01-22,Relaxed,Yes
USR00488,18,Female,Nigeria,Engineer,YouTube,5,5.9,5,70.8,Tablet,Evening (6-9pm),8877,231,3,28,6,1,12,Videos,Fast,0.141,Sometimes,32.77,Business/Marketing,Mild impact,4.3,No,Off,Private,No,2022-03-27,Stressed,Occasionally
USR00489,40,Female,Australia,Student,Twitter/X,1,2.9,7,24.9,Smartphone,Evening (6-9pm),174,10,1,17,3,4,10,Entertainment,Fast,0.159,Yes,34.0,News & Updates,Mild impact,6.0,No,Off,Friends Only,No,2024-06-22,Bored,Occasionally
USR00490,34,Male,Brazil,Doctor,Facebook,5,3.6,4,54.0,Smartphone,Afternoon (12-4pm),528,201,5,22,3,5,8,Photos,Fast,0.077,No,0.0,Entertainment,No impact,6.8,Yes,Selected,Friends Only,No,2023-03-24,Bored,Yes
USR00491,26,Male,USA,Engineer,TikTok,5,12.0,7,102.9,Laptop,Evening (6-9pm),1033,263,3,21,7,1,6,News,Medium,0.31,Sometimes,21.28,Learning,Mild impact,8.8,Somewhat,Selected,Public,No,2024-05-20,Inspired,No
USR00492,38,Female,Canada,Engineer,Instagram,1,0.5,1,30.0,Tablet,Morning (6-10am),3146,327,1,15,3,4,5,Memes,Fast,0.113,Sometimes,30.62,Socializing,No impact,4.7,No,Selected,Friends Only,No,2022-07-29,Inspired,Yes
USR00493,27,Male,Germany,Teacher,Twitter/X,4,7.0,2,210.0,Smartphone,Morning (6-10am),700,37,2,31,4,3,5,Memes,Fast,0.015,Yes,90.0,Entertainment,Mild impact,7.0,Yes,Selected,Friends Only,No,2023-05-22,Neutral,Occasionally
USR00494,20,Male,Pakistan,Entrepreneur,Instagram,3,2.5,2,75.0,Smartphone,Night (9pm-12am),105,320,2,22,2,3,14,Videos,Medium,0.013,Sometimes,30.39,News & Updates,Mild impact,4.4,Somewhat,Selected,Public,No,2023-09-02,Relaxed,No
USR00495,39,Female,Nigeria,Student,TikTok,3,1.9,6,19.0,Smartphone,Night (9pm-12am),182,70,1,22,5,0,11,Reels/Shorts,Medium,0.033,Yes,111.41,Business/Marketing,No impact,5.3,Somewhat,Off,Private,No,2022-03-08,Inspired,Occasionally
USR00496,31,Prefer not to say,UAE,Entrepreneur,Facebook,5,1.7,8,12.8,Tablet,Late Night (12am+),659,92,4,22,6,4,5,Videos,Fast,0.218,Sometimes,41.21,News & Updates,Severe impact,6.5,No,Do Not Disturb,Friends Only,No,2024-07-10,Inspired,Yes
USR00497,18,Female,Australia,Other,TikTok,5,3.2,6,32.0,Smart TV,Evening (6-9pm),6136,579,3,21,2,6,7,Photos,Medium,0.108,No,0.0,Learning,No impact,5.9,Somewhat,Selected,Public,No,2023-06-23,Relaxed,Yes
USR00498,25,Female,UAE,Entrepreneur,Instagram,3,1.9,1,114.0,Laptop,Evening (6-9pm),1436,2743,5,15,5,1,3,Educational,Fast,0.116,Yes,2.35,Socializing,Moderate impact,3.7,Somewhat,Selected,Friends Only,No,2023-12-15,Inspired,Yes
USR00499,19,Male,Brazil,Designer,Twitter/X,2,1.1,10,6.6,Smartphone,Morning (6-10am),165,260,2,15,3,3,11,Photos,Fast,0.286,Yes,27.82,Entertainment,No impact,7.1,Yes,Do Not Disturb,Friends Only,No,2022-06-28,Bored,Occasionally
USR00500,15,Female,Canada,Marketer,Instagram,2,1.8,2,54.0,Smartphone,Late Night (12am+),2136,91,2,13,4,0,4,Educational,Medium,0.064,Yes,101.09,Socializing,Moderate impact,7.5,Somewhat,Selected,Friends Only,No,2024-06-18,Inspired,Occasionally
USR00501,34,Non-binary,Germany,Entrepreneur,Facebook,5,3.3,5,39.6,Smartphone,Evening (6-9pm),331,306,1,16,6,1,16,Memes,Medium,0.065,Yes,13.45,Networking,Mild impact,10.0,No,Do Not Disturb,Public,No,2022-08-29,Neutral,No
USR00502,42,Male,India,Engineer,Instagram,3,4.0,8,30.0,Laptop,Morning (6-10am),3303,755,5,26,0,3,12,News,Medium,0.211,No,0.0,Business/Marketing,Moderate impact,6.6,Yes,Do Not Disturb,Public,No,2023-05-01,Bored,Yes
USR00503,15,Female,UK,Other,TikTok,1,7.4,5,88.8,Laptop,Afternoon (12-4pm),62857,515,4,21,3,2,4,News,Medium,0.202,Yes,5.53,Socializing,Moderate impact,6.5,Somewhat,Off,Friends Only,Yes,2023-03-06,Stressed,Yes
USR00504,31,Male,India,Entrepreneur,Twitter/X,4,2.8,4,42.0,Smartphone,Night (9pm-12am),348,6579,3,17,4,4,5,Entertainment,Slow,0.008,No,0.0,News & Updates,Mild impact,6.7,Yes,Do Not Disturb,Public,No,2023-12-20,Bored,Occasionally
USR00505,21,Female,Nigeria,Doctor,Instagram,1,5.6,3,112.0,Smartphone,Afternoon (12-4pm),2815,103,5,19,6,1,9,Memes,Fast,0.065,Yes,18.83,Learning,Mild impact,3.7,No,Always On,Public,No,2024-05-26,Relaxed,Yes
USR00506,23,Male,USA,Designer,Facebook,2,2.3,7,19.7,Smartphone,Night (9pm-12am),173,331,2,17,4,1,7,Photos,Fast,0.045,Sometimes,0.46,Entertainment,Moderate impact,3.9,Yes,Selected,Friends Only,No,2022-12-06,Relaxed,Occasionally
USR00507,22,Female,Germany,Freelancer,Instagram,2,2.5,7,21.4,Smartphone,Night (9pm-12am),543,1569,4,15,3,5,7,Stories,Fast,0.106,No,0.0,Learning,Moderate impact,6.1,Yes,Selected,Public,No,2022-10-13,Inspired,Occasionally
USR00508,20,Female,Pakistan,Other,Twitter/X,2,2.4,3,48.0,Smartphone,Afternoon (12-4pm),701,1455,1,19,5,1,6,Memes,Medium,0.014,No,0.0,News & Updates,Mild impact,2.1,Yes,Always On,Private,No,2023-02-28,Inspired,Yes
USR00509,27,Female,Australia,Researcher,Instagram,5,3.0,3,60.0,Laptop,Evening (6-9pm),469,23,0,22,3,0,6,Entertainment,Slow,0.093,Sometimes,20.15,Socializing,Mild impact,4.2,Yes,Selected,Friends Only,No,2023-02-28,Inspired,Occasionally
USR00510,20,Male,Australia,Researcher,TikTok,5,4.5,2,135.0,Laptop,Evening (6-9pm),56017,243,3,17,4,2,8,Photos,Medium,0.065,No,0.0,News & Updates,No impact,5.3,No,Off,Friends Only,Yes,2022-05-02,Bored,Yes
USR00511,29,Female,USA,Teacher,Instagram,1,1.9,2,57.0,Smartphone,Morning (6-10am),383,1453,3,25,1,1,8,Educational,Medium,0.08,Yes,33.55,Networking,Moderate impact,8.0,No,Always On,Public,No,2023-12-20,Bored,Occasionally
USR00512,26,Male,Brazil,Researcher,TikTok,1,1.3,7,11.1,Desktop,Evening (6-9pm),1912,7853,6,18,5,5,10,Photos,Medium,0.064,Sometimes,65.59,Entertainment,No impact,6.7,No,Selected,Public,No,2024-12-26,Neutral,Yes
USR00513,25,Female,USA,Other,YouTube,1,4.7,4,70.5,Smartphone,Morning (6-10am),20,569,2,14,3,2,12,Educational,Medium,0.043,Yes,40.82,Learning,No impact,3.5,Yes,Off,Public,No,2023-07-30,Stressed,Yes
USR00514,19,Male,Nigeria,Freelancer,TikTok,2,4.5,1,270.0,Desktop,Late Night (12am+),1447,157,4,14,2,5,8,Memes,Medium,0.016,Sometimes,56.17,Entertainment,No impact,6.1,Somewhat,Always On,Friends Only,No,2022-12-11,Neutral,No
USR00515,22,Female,India,Teacher,YouTube,4,6.2,3,124.0,Laptop,Night (9pm-12am),5196,72,2,28,4,4,11,Stories,Slow,0.339,Yes,14.98,Learning,Moderate impact,7.3,Somewhat,Do Not Disturb,Friends Only,No,2023-10-25,Relaxed,No
USR00516,33,Male,Pakistan,Student,Snapchat,4,1.7,10,10.2,Smartphone,Afternoon (12-4pm),257,3506,1,19,4,2,11,Stories,Fast,0.188,Sometimes,65.08,Socializing,Moderate impact,7.5,Yes,Selected,Friends Only,No,2023-08-23,Inspired,No
USR00517,31,Female,Germany,Student,TikTok,3,2.2,3,44.0,Tablet,Afternoon (12-4pm),7,586,5,24,4,1,8,Memes,Fast,0.017,No,0.0,Entertainment,No impact,8.1,No,Selected,Private,No,2023-08-16,Happy,Yes
USR00518,19,Female,India,Entrepreneur,Instagram,3,4.8,6,48.0,Laptop,Afternoon (12-4pm),620,88,4,23,1,2,10,News,Medium,0.071,Sometimes,61.57,Business/Marketing,Mild impact,8.4,No,Selected,Private,No,2023-07-02,Inspired,No
USR00519,27,Female,India,Other,Instagram,2,1.9,4,28.5,Tablet,Evening (6-9pm),686,191,1,27,2,2,10,Videos,Fast,0.015,Sometimes,0.98,Networking,No impact,7.2,Somewhat,Selected,Friends Only,No,2024-11-19,Neutral,Occasionally
USR00520,33,Prefer not to say,Australia,Engineer,Twitter/X,3,3.9,5,46.8,Smartphone,Late Night (12am+),2448,355,2,20,8,4,9,Entertainment,Medium,0.099,Yes,36.35,Learning,Mild impact,7.1,Somewhat,Off,Friends Only,No,2022-07-15,Relaxed,No
USR00521,13,Female,Brazil,Student,Pinterest,4,2.3,3,46.0,Smartphone,Afternoon (12-4pm),24825,469,5,20,2,1,7,Reels/Shorts,Fast,0.129,Sometimes,8.08,News & Updates,Moderate impact,6.6,Yes,Always On,Private,Yes,2022-10-05,Bored,Yes
USR00522,31,Female,UAE,Entrepreneur,TikTok,5,3.2,7,27.4,Smartphone,Late Night (12am+),335,83,1,17,9,0,4,Educational,Fast,0.02,Yes,23.81,Networking,No impact,7.7,Somewhat,Do Not Disturb,Public,No,2024-04-22,Neutral,No
USR00523,21,Male,Australia,Doctor,Facebook,2,1.1,5,13.2,Smartphone,Late Night (12am+),142,117,3,19,2,4,7,Reels/Shorts,Medium,0.294,Yes,18.13,News & Updates,No impact,4.8,Yes,Do Not Disturb,Public,No,2022-05-02,Neutral,Yes
USR00524,31,Male,Germany,Freelancer,YouTube,5,2.8,2,84.0,Smartphone,Evening (6-9pm),81,33,5,14,1,1,7,Stories,Fast,0.267,Yes,110.7,Business/Marketing,No impact,5.8,No,Selected,Friends Only,No,2023-07-22,Relaxed,Yes
USR00525,20,Female,USA,Researcher,Facebook,3,5.4,6,54.0,Desktop,Afternoon (12-4pm),950,852,2,27,1,4,8,Entertainment,Slow,0.11,Yes,13.66,News & Updates,Mild impact,4.9,Yes,Off,Public,No,2022-09-17,Happy,No
USR00526,13,Male,Pakistan,Other,YouTube,5,4.2,3,84.0,Laptop,Evening (6-9pm),1576,162,2,23,2,1,6,Videos,Fast,0.209,Sometimes,38.23,Learning,No impact,7.0,Yes,Selected,Public,No,2022-09-29,Relaxed,Yes
USR00527,13,Female,Australia,Freelancer,LinkedIn,1,1.3,2,39.0,Smartphone,Evening (6-9pm),249,428,3,19,6,5,9,News,Medium,0.154,Sometimes,25.48,Entertainment,Moderate impact,5.7,No,Do Not Disturb,Public,No,2023-05-27,Relaxed,Yes
USR00528,27,Female,Germany,Doctor,Instagram,2,7.1,7,60.9,Smartphone,Afternoon (12-4pm),2701,1348,2,21,2,1,8,Entertainment,Medium,0.374,Sometimes,16.67,Business/Marketing,Moderate impact,8.0,No,Selected,Public,No,2022-10-27,Inspired,Yes
USR00529,29,Male,Brazil,Entrepreneur,Instagram,2,5.2,6,52.0,Laptop,Afternoon (12-4pm),1537,318,3,21,5,1,6,Stories,Slow,0.044,Sometimes,36.85,Socializing,No impact,6.3,Yes,Always On,Public,No,2023-10-22,Stressed,No
USR00530,19,Female,USA,Freelancer,Instagram,3,1.1,3,22.0,Laptop,Morning (6-10am),718,213,2,17,0,0,9,Reels/Shorts,Fast,0.22,Sometimes,5.27,Business/Marketing,No impact,8.1,Somewhat,Selected,Public,No,2023-05-22,Neutral,Yes
USR00531,32,Male,USA,Doctor,Instagram,4,1.8,5,21.6,Smartphone,Afternoon (12-4pm),131,308,4,24,4,1,9,News,Medium,0.135,Sometimes,46.18,News & Updates,Mild impact,2.4,Yes,Always On,Public,No,2024-03-15,Bored,Occasionally
USR00532,13,Female,Australia,Other,Facebook,5,1.1,7,9.4,Smartphone,Afternoon (12-4pm),279,263,3,20,4,4,5,Reels/Shorts,Fast,0.068,No,0.0,Networking,Moderate impact,4.9,Yes,Selected,Friends Only,No,2024-09-29,Bored,Yes
USR00533,26,Female,Canada,Researcher,Twitter/X,5,3.3,4,49.5,Tablet,Night (9pm-12am),8,1091,4,22,6,3,12,Videos,Medium,0.081,No,0.0,Business/Marketing,Severe impact,7.9,Somewhat,Do Not Disturb,Friends Only,No,2022-10-19,Happy,No
USR00534,17,Male,Australia,Marketer,Instagram,5,1.7,4,25.5,Desktop,Evening (6-9pm),1016,355,5,12,4,3,10,Photos,Medium,0.085,Yes,49.13,Networking,Mild impact,6.2,Somewhat,Selected,Private,No,2023-07-05,Stressed,Yes
USR00535,21,Male,Germany,Freelancer,Facebook,5,0.5,3,10.0,Tablet,Night (9pm-12am),697,127,3,20,3,2,5,Entertainment,Fast,0.003,No,0.0,Entertainment,Severe impact,8.1,Somewhat,Selected,Private,No,2024-04-28,Bored,Yes
USR00536,27,Female,Germany,Marketer,YouTube,3,2.5,6,25.0,Laptop,Morning (6-10am),933,860,1,21,3,3,6,Stories,Medium,0.021,Yes,18.96,Business/Marketing,No impact,6.7,Yes,Selected,Public,No,2024-02-08,Bored,Occasionally
USR00537,20,Male,Canada,Other,Instagram,5,4.6,4,69.0,Smartphone,Afternoon (12-4pm),1648,1071,1,16,1,2,14,Entertainment,Medium,0.135,Yes,67.78,Learning,No impact,4.5,No,Selected,Public,No,2024-07-14,Inspired,Occasionally
USR00538,23,Male,UK,Entrepreneur,Facebook,1,2.8,5,33.6,Smartphone,Evening (6-9pm),1332,49,2,13,5,1,8,News,Slow,0.113,Yes,85.12,Business/Marketing,Moderate impact,9.4,Somewhat,Selected,Private,No,2022-06-04,Happy,Occasionally
USR00539,35,Male,USA,Entrepreneur,YouTube,5,3.7,7,31.7,Smartphone,Evening (6-9pm),545,1539,3,23,4,5,5,Entertainment,Medium,0.095,Sometimes,19.03,Socializing,Mild impact,5.0,No,Selected,Public,No,2022-07-10,Inspired,Yes
USR00540,22,Male,UAE,Entrepreneur,Instagram,1,3.0,4,45.0,Smartphone,Morning (6-10am),726,379,5,20,1,1,12,Entertainment,Medium,0.119,Yes,92.75,News & Updates,No impact,4.9,No,Do Not Disturb,Friends Only,No,2024-04-05,Stressed,Occasionally
USR00541,33,Female,Germany,Entrepreneur,YouTube,5,4.1,3,82.0,Smartphone,Late Night (12am+),53,343,2,20,1,1,10,Videos,Medium,0.131,Sometimes,88.98,Learning,No impact,7.7,No,Do Not Disturb,Public,No,2024-11-21,Stressed,Yes
USR00542,17,Male,Canada,Designer,Pinterest,4,3.1,1,186.0,Smartphone,Morning (6-10am),232,818,1,22,9,1,4,Entertainment,Medium,0.188,Sometimes,4.86,Socializing,No impact,4.6,Yes,Selected,Friends Only,No,2023-07-24,Relaxed,Occasionally
USR00543,31,Male,USA,Entrepreneur,Instagram,5,2.4,5,28.8,Smartphone,Night (9pm-12am),728,123,7,21,5,0,7,Memes,Medium,0.221,No,0.0,Entertainment,Mild impact,3.9,Yes,Always On,Private,No,2024-01-26,Stressed,Occasionally
USR00544,38,Female,Pakistan,Other,Instagram,2,2.8,8,21.0,Smartphone,Evening (6-9pm),176,768,5,24,1,2,10,Videos,Medium,0.174,Sometimes,57.29,Learning,Moderate impact,4.8,No,Selected,Friends Only,No,2024-07-20,Relaxed,Yes
USR00545,13,Female,Pakistan,Researcher,TikTok,5,6.3,5,75.6,Smartphone,Evening (6-9pm),3128,155,2,26,3,6,9,Photos,Medium,0.023,No,0.0,News & Updates,Moderate impact,7.7,Yes,Selected,Friends Only,No,2024-09-26,Stressed,No
USR00546,20,Female,UAE,Researcher,Facebook,4,3.8,5,45.6,Smartphone,Evening (6-9pm),203,41,2,25,1,2,14,Memes,Slow,0.028,No,0.0,Networking,Severe impact,10.0,No,Selected,Friends Only,No,2023-11-02,Relaxed,No
USR00547,31,Male,UAE,Doctor,LinkedIn,5,1.3,3,26.0,Smartphone,Afternoon (12-4pm),981,73,2,26,7,2,7,News,Fast,0.063,Sometimes,28.2,News & Updates,Mild impact,6.2,No,Selected,Public,No,2022-01-06,Happy,Occasionally
USR00548,25,Male,Germany,Marketer,TikTok,4,2.7,3,54.0,Laptop,Late Night (12am+),820,483,2,23,3,2,8,Entertainment,Slow,0.308,Yes,4.55,Business/Marketing,No impact,4.9,No,Do Not Disturb,Private,No,2022-07-10,Inspired,Yes
USR00549,29,Male,Pakistan,Marketer,YouTube,1,3.2,6,32.0,Smartphone,Evening (6-9pm),2548,78,1,22,5,2,5,Reels/Shorts,Fast,0.297,No,0.0,News & Updates,Severe impact,8.4,Yes,Selected,Public,No,2024-07-27,Relaxed,No
USR00550,22,Male,USA,Other,Instagram,3,2.3,5,27.6,Smartphone,Morning (6-10am),3365,1689,3,15,4,5,5,Stories,Medium,0.186,Yes,25.31,Entertainment,Moderate impact,5.1,No,Do Not Disturb,Private,No,2024-01-04,Happy,Yes
USR00551,27,Female,UAE,Marketer,Facebook,3,0.5,7,4.3,Smartphone,Morning (6-10am),2319,1019,2,17,6,0,7,Photos,Fast,0.055,No,0.0,Networking,Mild impact,5.4,No,Selected,Friends Only,No,2022-05-10,Relaxed,No
USR00552,25,Female,India,Researcher,Facebook,1,1.4,6,14.0,Smartphone,Afternoon (12-4pm),15,1212,6,23,6,1,9,Reels/Shorts,Medium,0.091,Sometimes,6.01,Socializing,No impact,6.9,Somewhat,Do Not Disturb,Public,No,2024-12-30,Neutral,No
USR00553,36,Prefer not to say,Pakistan,Doctor,Instagram,5,1.9,8,14.2,Smartphone,Evening (6-9pm),5707,284,6,20,4,2,5,Educational,Slow,0.061,Sometimes,44.75,Entertainment,No impact,8.3,No,Do Not Disturb,Friends Only,No,2024-03-25,Bored,Occasionally
USR00554,29,Female,Pakistan,Designer,YouTube,2,7.6,8,57.0,Laptop,Evening (6-9pm),10395,333,2,20,3,3,6,News,Fast,0.166,Yes,103.38,Socializing,Severe impact,6.3,Yes,Always On,Friends Only,Yes,2023-03-23,Relaxed,Occasionally
USR00555,29,Male,UK,Student,Snapchat,2,3.6,8,27.0,Smartphone,Night (9pm-12am),279,58,5,13,3,1,7,Entertainment,Medium,0.012,Yes,8.12,Entertainment,Mild impact,5.6,No,Do Not Disturb,Friends Only,No,2024-05-29,Stressed,No
USR00556,23,Female,Nigeria,Researcher,Facebook,4,0.7,9,4.7,Smartphone,Night (9pm-12am),1018,808,1,18,5,1,5,Stories,Medium,0.017,Yes,9.02,Learning,Mild impact,10.0,Yes,Do Not Disturb,Private,No,2023-03-10,Stressed,No
